"PolarAngle","vtkOriginalPointIds","Points:0","Points:1","Points:2"
333.22,0,93.696,14.623,119.98
319.26,1,93.701,14.47,120.02
317.02,2,93.588,14.573,119.99
11.329,3,93.841,14.539,120
319.66,4,93.808,14.475,120.02
295.48,5,93.962,14.406,120.03
316.23,6,93.471,14.599,119.98
318.3,7,93.572,14.431,120.02
323.4,8,93.421,14.53,119.99
332.19,9,93.731,14.347,120.04
337.94,10,93.853,14.35,120.04
328.66,11,93.993,14.228,120.05
335.92,12,93.307,14.56,119.97
0,13,93.422,14.4,120.01
0,14,93.278,14.499,119.98
327.91,15,93.567,14.3,120.03
0,16,93.7,14.257,120.04
0,17,93.853,14.219,120.05
0,19,93.366,14.304,120.01
0,20,93.252,14.43,119.98
0,21,93.505,14.224,120.03
0,22,93.658,14.155,120.05
0,23,93.815,14.107,120.06
0,25,93.233,14.314,119.99
0,26,93.296,14.192,120.01
0,27,93.421,14.155,120.03
0,28,93.595,14.06,120.05
0,31,93.341,14.079,120.02
0,32,93.513,13.981,120.04
306.18,34,94.118,15.318,119.76
302.42,35,94.133,15.131,119.83
306.63,36,94.001,15.248,119.79
298.73,37,94.273,15.26,119.76
290.95,38,94.251,15.16,119.8
290.02,39,94.408,15.149,119.79
314.39,40,93.872,15.266,119.79
316.15,41,93.981,15.064,119.86
315.26,42,93.814,15.165,119.83
286.19,43,94.162,14.991,119.87
257.35,44,94.322,14.994,119.85
267.7,45,94.454,15.008,119.84
325.79,46,93.684,15.197,119.83
341.81,47,93.804,14.99,119.89
327.11,48,93.622,15.115,119.85
17.638,49,93.989,14.888,119.91
314.88,50,94.132,14.868,119.91
248.3,51,94.274,14.863,119.9
268.7,52,94.492,14.888,119.87
266.07,53,94.424,14.778,119.91
270.31,54,94.633,14.757,119.89
315.35,55,93.489,15.161,119.84
316.28,56,93.59,14.97,119.89
316.62,57,93.429,15.099,119.86
14.848,58,93.775,14.831,119.93
95.931,59,93.947,14.763,119.95
354.36,60,94.131,14.71,119.95
258.41,61,94.293,14.704,119.94
269.85,62,94.461,14.558,119.97
270.29,63,94.533,14.671,119.93
317.15,64,93.475,14.879,119.92
322.75,65,93.342,15.035,119.87
353.4,66,93.657,14.775,119.95
41.747,67,93.888,14.63,119.98
315.17,68,94.106,14.563,119.99
265.95,69,94.294,14.525,119.99
269.94,70,94.472,14.364,120.01
325.8,71,93.183,15.021,119.86
327.98,72,93.304,14.859,119.91
337.11,73,93.129,14.928,119.88
315.53,74,93.492,14.728,119.95
275.53,75,94.076,14.44,120.01
268.67,76,94.28,14.332,120.02
270.85,77,94.488,14.191,120.04
340.77,78,93.002,14.926,119.87
340.95,79,93.14,14.781,119.91
340.39,80,92.98,14.842,119.88
331.89,81,93.31,14.69,119.95
315.88,82,94.131,14.26,120.04
0,85,93.137,14.611,119.94
0,86,92.972,14.73,119.9
0,87,94.125,14.075,120.07
0,89,93.115,14.466,119.96
0,90,92.949,14.552,119.92
0,93,93.057,14.37,119.95
0,94,93.056,14.237,119.96
0,95,93.184,14.221,119.99
0,98,93.193,14.102,119.99
312.61,99,93.192,14.017,119.99
0,100,93.373,13.936,120.02
300.71,105,93.193,13.923,119.99
314.71,113,94.189,15.78,119.54
314.71,114,94.161,15.589,119.63
314.71,115,94.045,15.743,119.58
314.71,116,94.387,15.738,119.52
314.65,117,94.336,15.574,119.61
313.66,118,94.558,15.71,119.5
311.1,119,94.503,15.565,119.59
312.79,120,94.685,15.646,119.51
311.27,121,94.64,15.562,119.57
312.97,122,94.797,15.516,119.55
314.87,123,93.774,15.833,119.56
314.71,124,93.767,15.643,119.65
314.71,125,93.653,15.79,119.6
314.71,126,93.921,15.789,119.57
314.64,127,93.945,15.628,119.64
313.97,128,94.086,15.471,119.69
313.54,129,94.313,15.381,119.7
298.36,130,94.502,15.393,119.67
300.49,131,94.669,15.419,119.63
309.68,132,94.847,15.312,119.64
314.71,133,93.687,15.527,119.7
314.71,134,93.564,15.702,119.64
314.14,135,93.894,15.442,119.72
287.91,136,94.54,15.2,119.75
307.32,137,94.698,15.242,119.7
310.82,138,94.887,15.115,119.72
314.73,139,93.416,15.68,119.65
314.95,140,93.512,15.501,119.72
315.1,141,93.344,15.59,119.69
315.61,142,93.701,15.36,119.77
271.69,143,94.602,14.979,119.82
306.2,144,94.741,15.04,119.78
311.19,145,94.933,14.916,119.8
316.85,146,93.216,15.612,119.68
320.43,147,93.315,15.428,119.75
325.2,148,93.153,15.521,119.71
316.07,149,93.507,15.311,119.79
308.86,150,94.786,14.813,119.85
312.64,151,94.979,14.751,119.85
337.62,152,93.045,15.544,119.7
340.16,153,93.09,15.374,119.75
341,154,92.911,15.575,119.68
323.53,155,93.308,15.249,119.8
279.9,156,94.628,14.575,119.95
313.08,157,94.919,14.648,119.89
310.67,158,94.794,14.557,119.93
338.25,159,92.97,15.242,119.78
340.78,160,92.857,15.399,119.73
325.12,161,93.15,15.175,119.82
304.05,162,94.647,14.4,119.99
311.75,163,94.827,14.358,119.98
341.67,164,92.731,15.318,119.74
341.77,165,92.793,15.168,119.78
341.54,166,92.593,15.286,119.73
340.65,167,92.986,15.072,119.83
338.28,170,92.819,14.946,119.83
335.58,171,92.607,15.072,119.77
332.9,174,92.483,14.933,119.78
331,175,92.662,14.839,119.82
332.54,176,92.47,14.807,119.79
337.69,177,92.823,14.733,119.87
326.36,180,92.587,14.71,119.83
321.97,181,92.581,14.61,119.84
326.57,182,92.749,14.58,119.87
315.51,185,92.728,14.393,119.88
315.01,186,92.57,14.499,119.84
0,187,92.897,14.362,119.92
312.88,190,92.586,14.329,119.85
302.02,191,92.689,14.186,119.88
302.86,192,92.823,14.201,119.91
311.04,193,93.014,14.122,119.95
300.14,196,92.765,14.049,119.9
290.69,197,92.966,13.973,119.94
288.68,198,93.071,13.807,119.96
291.28,199,93.172,13.803,119.98
10.388,241,90.617,17.087,118.87
10.66,242,90.697,16.931,118.95
10.028,243,90.568,16.984,118.89
10.717,244,90.737,17.072,118.91
342.83,245,94.269,16.261,119.25
335.96,246,94.209,16.085,119.37
337.07,247,94.121,16.216,119.31
345.74,248,94.468,16.211,119.23
334.13,249,94.39,16.062,119.34
347.33,250,94.643,16.156,119.22
333.1,251,94.584,15.998,119.33
342.11,252,94.758,16.106,119.22
335.78,253,94.769,15.936,119.32
337.4,254,94.853,16.056,119.22
9.4898,255,90.468,16.969,118.86
9.8231,256,90.597,16.807,118.96
8.6983,257,90.445,16.856,118.89
11.347,258,90.751,16.788,119.02
11.29,259,90.827,16.965,118.98
11.416,260,90.835,16.847,119.02
11.416,261,90.964,16.873,119.04
326.12,262,93.883,16.293,119.31
321.41,263,93.802,16.141,119.41
323.94,264,93.705,16.341,119.31
332.57,265,94.009,16.251,119.31
316.73,266,94.001,16.109,119.39
316.3,267,94.125,15.96,119.45
315.79,268,94.305,15.914,119.44
315.47,269,94.497,15.871,119.43
315.81,270,94.725,15.771,119.43
328.89,271,94.923,15.913,119.3
316,272,94.952,15.736,119.39
315.36,273,95.059,15.836,119.3
8.5848,274,90.337,16.852,118.85
9.1999,275,90.473,16.687,118.95
8.892,276,90.319,16.766,118.87
10.462,277,90.633,16.641,119.02
11.392,278,90.76,16.661,119.06
11.421,279,90.905,16.701,119.09
11.421,280,91.018,16.743,119.1
323.56,281,93.559,16.316,119.35
321.28,282,93.58,16.161,119.42
323.65,283,93.415,16.327,119.36
316.15,284,93.723,16.004,119.49
314.74,285,93.945,15.937,119.49
314.71,286,94.904,15.596,119.49
314.71,287,95.192,15.658,119.38
314.71,288,95.088,15.52,119.48
314.71,289,95.292,15.455,119.47
10.186,290,90.452,16.517,118.99
9.5294,291,90.303,16.659,118.89
11.175,292,90.607,16.512,119.05
11.417,293,90.763,16.509,119.1
11.421,294,90.899,16.535,119.13
11.445,295,91.066,16.64,119.14
11.455,296,91.022,16.554,119.16
11.596,297,91.187,16.508,119.21
316.32,298,93.524,15.958,119.53
325.81,299,93.351,16.164,119.44
314.71,300,94.979,15.398,119.57
314.71,301,95.164,15.272,119.59
314.71,302,95.21,15.387,119.52
10.068,303,90.451,16.355,119.03
9.6336,304,90.298,16.488,118.93
11.1,305,90.605,16.362,119.08
11.418,306,90.76,16.362,119.14
11.421,307,90.913,16.375,119.18
11.487,308,91.059,16.409,119.21
11.687,309,91.212,16.294,119.27
327.09,310,93.168,16.134,119.47
323.84,311,93.277,15.97,119.53
331.19,312,93.086,16.044,119.51
315.03,313,93.406,15.83,119.59
314.71,314,95.032,15.19,119.66
314.71,315,95.227,15.068,119.68
9.936,316,90.48,16.213,119.07
9.6978,317,90.313,16.289,118.98
10.891,318,90.614,16.208,119.12
11.401,319,90.761,16.209,119.17
11.417,320,90.915,16.218,119.21
11.432,321,91.069,16.241,119.25
11.612,322,91.225,16.098,119.32
331.2,323,92.941,16.048,119.51
325.98,324,93.065,15.882,119.57
330.81,325,92.894,15.947,119.55
315.7,326,93.239,15.773,119.62
314.71,327,95.078,14.987,119.74
314.71,328,95.265,14.911,119.74
8.4264,329,90.434,16.129,119.06
7.3947,330,90.488,16,119.1
8.7085,331,90.601,16.06,119.14
10.902,332,90.759,16.05,119.2
11.147,333,90.909,16.057,119.24
11.37,334,91.066,16.073,119.28
10.332,335,91.215,15.921,119.35
330.33,336,93.052,15.701,119.64
