"PolarAngle","vtkOriginalPointIds","Points:0","Points:1","Points:2"
225.07,74,56.128,19.197,117.88
225.29,80,55.902,19.187,117.92
225.17,81,55.917,19.043,117.9
225.28,87,55.767,18.91,117.91
225.29,92,55.609,18.851,117.92
224.2,186,56.122,19.025,117.86
225.27,190,55.924,18.878,117.87
225.29,199,55.53,18.746,117.92
225.29,200,55.702,18.744,117.89
225.64,213,55.576,18.595,117.89
228.24,229,55.43,18.495,117.89
222.21,421,56.297,18.985,117.81
225.06,430,56.097,18.837,117.83
225.27,442,55.895,18.709,117.85
225.95,454,55.726,18.608,117.86
231.94,460,55.385,18.377,117.87
232.74,461,55.588,18.47,117.86
233.27,465,55.472,18.313,117.84
236.16,466,55.271,18.221,117.85
220.14,664,56.257,18.772,117.78
222.95,678,56.042,18.643,117.8
225.43,689,55.815,18.515,117.82
229.51,698,55.711,18.319,117.8
232.19,699,55.628,18.367,117.83
231.5,700,55.528,18.191,117.8
234.02,706,55.34,18.113,117.81
254.27,710,55.176,18.028,117.82
210.75,896,56.462,18.732,117.72
210.61,907,56.333,18.518,117.71
214.1,908,56.192,18.565,117.75
210.71,909,56.181,18.366,117.71
219.83,924,55.969,18.455,117.78
217.7,925,56.02,18.343,117.74
225.24,937,55.829,18.377,117.79
225.12,938,55.799,18.213,117.76
227.96,958,55.59,18.068,117.76
227.86,977,55.37,17.995,117.78
234.33,995,55.229,17.818,117.75
248.35,996,55.15,17.89,117.78
241.25,997,55.042,17.723,117.75
209.44,1313,56.537,18.494,117.65
209.93,1314,56.482,18.567,117.68
209.81,1315,56.371,18.351,117.66
213.64,1335,56.193,18.239,117.68
218.89,1349,55.99,18.15,117.7
222.26,1360,55.869,17.951,117.67
225.28,1361,55.727,18.001,117.71
225.36,1362,55.706,17.812,117.66
229.13,1374,55.493,17.902,117.73
230.98,1375,55.536,17.794,117.69
228.95,1388,55.351,17.849,117.74
235.24,1389,55.294,17.683,117.7
248.67,1407,55.059,17.555,117.7
260.94,1423,54.924,17.379,117.67
211.64,1694,56.453,18.222,117.6
223.01,1708,56.242,18.113,117.63
224.46,1716,56.102,17.91,117.6
221.21,1717,56.029,17.995,117.65
224.9,1718,55.907,17.793,117.61
225.81,1726,55.71,17.692,117.63
232.88,1735,55.494,17.612,117.64
235.05,1745,55.375,17.422,117.61
236.68,1746,55.227,17.472,117.65
236.63,1747,55.222,17.291,117.59
247.76,1756,55.057,17.407,117.66
243.06,1757,54.989,17.226,117.61
252.38,1770,54.744,17.096,117.6
252.29,1784,54.629,16.909,117.56
252.67,1786,54.486,16.768,117.53
253.43,1803,54.247,16.769,117.56
252.44,1817,54.041,16.631,117.54
251.72,1826,53.842,16.582,117.54
251.64,1829,53.49,16.42,117.53
251.74,1830,53.646,16.544,117.55
251.53,1835,53.289,16.369,117.52
211.46,2039,56.452,18.034,117.55
217.24,2051,56.297,17.871,117.54
220.4,2052,56.248,17.949,117.58
218.37,2053,56.12,17.746,117.55
222.73,2060,55.936,17.658,117.56
225.46,2070,55.742,17.57,117.58
228.07,2078,55.611,17.381,117.54
232.32,2079,55.533,17.46,117.59
231.99,2080,55.414,17.263,117.54
238.87,2087,55.179,17.116,117.54
243.75,2096,55.08,16.921,117.49
