"PolarAngle","vtkOriginalPointIds","Points:0","Points:1","Points:2"
251.13,389,59.802,20.823,116.59
251.25,399,59.857,20.721,116.56
247.81,407,59.841,20.542,116.57
251.24,408,59.906,20.638,116.53
269.87,551,58.733,21.89,116.98
273.13,553,58.915,22.061,116.85
270.29,554,58.929,21.838,116.9
273,555,59.015,21.999,116.82
274.07,561,59.132,21.977,116.77
270.3,562,59.094,21.752,116.84
276.74,563,59.205,21.882,116.76
260.26,565,59.079,21.531,116.89
273.74,566,59.313,21.819,116.72
269.86,567,59.218,21.656,116.8
270.57,568,59.375,21.677,116.72
252.79,572,59.249,21.493,116.82
260.2,573,59.392,21.562,116.73
259.26,575,59.395,21.443,116.75
250.35,576,59.443,21.314,116.74
253.1,577,59.546,21.458,116.67
251.05,584,59.613,21.328,116.65
244.51,585,59.708,21.183,116.61
243.75,586,59.772,21.367,116.55
248.28,596,59.746,20.996,116.61
244.86,597,59.924,21.292,116.47
245.7,598,59.866,21.113,116.53
245.95,599,60.023,21.113,116.43
246.93,608,59.936,20.947,116.5
247.21,609,60.118,20.952,116.38
247.05,622,60.034,20.762,116.45
246.52,623,60.235,20.814,116.31
250.46,639,60.028,20.531,116.46
244.97,640,60.198,20.623,116.34
244.43,641,60.38,20.714,116.22
243.49,650,60.007,20.289,116.47
249.92,651,60.167,20.434,116.37
246.58,652,60.353,20.459,116.24
245.35,653,60.342,20.595,116.25
239.2,665,60.101,19.98,116.4
247.22,667,60.155,20.148,116.37
251.43,668,60.264,20.291,116.3
249.37,669,60.481,20.322,116.15
248.9,679,60.25,19.892,116.3
245.12,680,60.115,19.8,116.38
252.94,681,60.27,20.032,116.29
254.81,682,60.413,20.138,116.19
254.45,683,60.625,20.207,116.04
258.41,690,60.375,19.842,116.21
256.61,691,60.286,19.732,116.26
259.35,692,60.417,19.961,116.18
259.39,693,60.602,19.944,116.05
255.69,694,60.581,20.087,116.07
259.04,701,60.422,19.757,116.17
259.64,702,60.521,19.821,116.1
278.45,801,58.612,22.231,116.95
271.76,802,58.662,22.062,116.97
287.89,803,58.773,22.361,116.83
286.3,804,58.808,22.172,116.87
287.52,805,58.899,22.37,116.77
284.68,810,59.028,22.302,116.73
278.91,811,59.093,22.136,116.75
285.35,812,59.162,22.254,116.68
287.12,814,59.291,22.2,116.63
